name_func;name_exception;user/sys
setup_package;ImportError;sys
setup_package;ImportError;sys
setup_package;ImportError;sys
setup_package;ImportError;sys
setup_module;SkipTest;usr
setup_module;SkipTest;usr
setup_module;SkipTest;usr
_parse_see_also;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_get_data;RuntimeError;sys
_select_block;ValueError;sys
_parse_dict_recursive;RuntimeError;sys
_parse_dict_recursive;ValueError;sys
parse_sphinx_searchindex;ValueError;sys
parse_sphinx_searchindex;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_get_link;null;sys
generate_gallery_rst;FileNotFoundError;usr
sumarize_failing_examples;ValueError;sys
extract_intro;ValueError;sys
get_docstring_and_rest;TypeError;sys
get_docstring_and_rest;ValueError;sys
parseImpl;exc;usr
__getattr__;AttributeError;sys
_parseCache;value;usr
__mul__;TypeError;sys
__mul__;TypeError;sys
__mul__;TypeError;sys
__mul__;ValueError;sys
__mul__;ValueError;sys
__mul__;ValueError;sys
__getattr__;AttributeError;sys
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
__init__;ValueError;sys
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
__init__;SyntaxError;sys
__init__;SyntaxError;sys
parseImpl;exc;usr
__init__;ValueError;sys
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;ParseException;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;exc;usr
parseImpl;maxException;usr
parseImpl;ParseException;usr
parseImpl;maxException;usr
parseImpl;ParseException;usr
parseImpl;ParseException;usr
parseImpl;ParseException;usr
checkRecursion;RecursiveGrammarException;usr
parseImpl;exc;usr
parseImpl;exc;usr
__call__;ParseException;usr
matchPreviousExpr;ParseException;usr
matchOnlyAtCol;ParseException;usr
getTokensEndLoc;ParseFatalException;usr
withAttribute;ParseException;usr
withAttribute;ParseException;usr
operatorPrecedence;ValueError;sys
operatorPrecedence;ValueError;sys
operatorPrecedence;ValueError;sys
nestedExpr;ValueError;sys
nestedExpr;ValueError;sys
_fit_transform;ValueError;sys
_fit_transform;ValueError;sys
_fit_transform;ValueError;sys
bench_c;ValueError;sys
get_data;ValueError;sys
plot_subfigure;ValueError;sys
plot_decision_surface;ValueError;sys
johnson_lindenstrauss_min_dim;ValueError;sys
johnson_lindenstrauss_min_dim;ValueError;sys
_check_density;ValueError;sys
_check_input_size;ValueError;sys
_check_input_size;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
transform;ValueError;sys
clone;TypeError;sys
clone;RuntimeError;sys
_get_param_names;RuntimeError;sys
set_params;ValueError;sys
set_params;ValueError;sys
_validate_steps;TypeError;sys
_validate_steps;TypeError;sys
_fit;ValueError;sys
make_pipeline;TypeError;sys
_validate_transformers;TypeError;sys
get_feature_names;AttributeError;sys
make_union;TypeError;sys
_check_estimator;ValueError;sys
partial_fit;ValueError;sys
partial_fit;ValueError;sys
coef_;AttributeError;sys
intercept_;AttributeError;sys
fit;ValueError;sys
partial_fit;ValueError;sys
fit;ValueError;sys
__init__;ValueError;sys
_iter_test_indices;NotImplementedError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;TypeError;sys
__init__;ValueError;sys
__init__;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
_validate_shuffle_split;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
__init__;ValueError;sys
cross_val_predict;ValueError;sys
_safe_split;ValueError;sys
_safe_split;ValueError;sys
_safe_split;ValueError;sys
_score;ValueError;sys
train_test_split;ValueError;sys
train_test_split;TypeError;sys
_cov;ValueError;sys
_cov;ValueError;sys
_cov;TypeError;sys
fit;ValueError;sys
fit;NotImplementedError;sys
fit;ValueError;sys
transform;NotImplementedError;sys
fit;ValueError;sys
fit;ValueError;sys
learning_curve;ValueError;sys
_translate_train_sizes;ValueError;sys
_translate_train_sizes;ValueError;sys
__getitem__;IndexError;sys
__iter__;ValueError;sys
_check_param_grid;ValueError;sys
_check_param_grid;ValueError;sys
_check_param_grid;ValueError;sys
score;ValueError;sys
_fit;ValueError;sys
transform;ValueError;sys
fit;ValueError;sys
transform;ValueError;sys
_check_fit_data;ValueError;sys
_build_f;ValueError;sys
transform;ValueError;sys
transform;ValueError;sys
partial_fit;ValueError;sys
partial_fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
predict;ValueError;sys
predict_proba;ValueError;sys
score;ValueError;sys
score;ValueError;sys
fit;ValueError;sys
_partial_fit;ValueError;sys
_partial_fit;ValueError;sys
_partial_fit;ValueError;sys
_partial_fit;ValueError;sys
_partial_fit;ValueError;sys
_update_class_log_prior;ValueError;sys
_check_alpha;ValueError;sys
partial_fit;ValueError;sys
partial_fit;ValueError;sys
_count;ValueError;sys
_joint_log_likelihood;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
predict;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;ValueError;sys
fit;TypeError;sys
fit;ValueError;sys
fit;ValueError;sys
_preproc;RuntimeError;sys
fit;ValueError;sys
calibration_curve;ValueError;sys
_average_binary_score;ValueError;sys
_average_binary_score;ValueError;sys
_check_reg_targets;ValueError;sys
_check_reg_targets;ValueError;sys
_check_reg_targets;ValueError;sys
_check_reg_targets;ValueError;sys
mean_squared_log_error;ValueError;sys
median_absolute_error;ValueError;sys
__call__;ValueError;sys
get_scorer;ValueError;sys
check_scoring;TypeError;sys
check_scoring;ValueError;sys
check_scoring;TypeError;sys
check_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
_check_multimetric_scoring;ValueError;sys
make_scorer;ValueError;sys
auc;ValueError;sys
auc;ValueError;sys
roc_auc_score;ValueError;sys
_binary_clf_curve;ValueError;sys
label_ranking_average_precision_score;ValueError;sys
label_ranking_average_precision_score;ValueError;sys
coverage_error;ValueError;sys
coverage_error;ValueError;sys
label_ranking_loss;ValueError;sys
label_ranking_loss;ValueError;sys
ndcg_score;ValueError;sys
check_pairwise_arrays;ValueError;sys
check_pairwise_arrays;ValueError;sys
check_paired_arrays;ValueError;sys
euclidean_distances;ValueError;sys
euclidean_distances;ValueError;sys
pairwise_distances_argmin_min;ValueError;sys
manhattan_distances;TypeError;sys
paired_distances;ValueError;sys
additive_chi2_kernel;ValueError;sys
additive_chi2_kernel;ValueError;sys
additive_chi2_kernel;ValueError;sys
pairwise_distances;ValueError;sys
pairwise_distances;TypeError;sys
pairwise_kernels;ValueError;sys
_check_targets;ValueError;sys
_check_targets;ValueError;sys
confusion_matrix;ValueError;sys
confusion_matrix;ValueError;sys
cohen_kappa_score;ValueError;sys
matthews_corrcoef;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
precision_recall_fscore_support;ValueError;sys
hamming_loss;ValueError;sys
log_loss;ValueError;sys
log_loss;ValueError;sys
log_loss;ValueError;sys
log_loss;ValueError;sys
hinge_loss;ValueError;sys
_check_binary_probabilistic_predictions;ValueError;sys
_check_binary_probabilistic_predictions;ValueError;sys
_check_binary_probabilistic_predictions;ValueError;sys
check_clusterings;ValueError;sys
check_clusterings;ValueError;sys
check_clusterings;ValueError;sys
contingency_matrix;ValueError;sys
mutual_info_score;ValueError;sys
check_number_of_labels;ValueError;sys
check_fetch_lfw;IOError;sys
check_fetch_lfw;IOError;sys
_load_imgs;RuntimeError;sys
_fetch_lfw_people;ValueError;sys
_fetch_lfw_pairs;ValueError;sys
fetch_lfw_pairs;ValueError;sys
load_sample_image;AttributeError;sys
_fetch_remote;IOError;sys
fetch_olivetti_faces;IOError;sys
_fetch_brute_kddcup99;IOError;sys
_gen_open;TypeError;sys
load_svmlight_files;ValueError;sys
load_svmlight_files;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
dump_svmlight_file;ValueError;sys
fetch_rcv1;ValueError;sys
fetch_20newsgroups;IOError;sys
fetch_20newsgroups;ValueError;sys
fetch_20newsgroups_vectorized;ValueError;sys
fetch_covtype;IOError;sys
load_mlcomp;ValueError;sys
load_mlcomp;ValueError;sys
load_mlcomp;ValueError;sys
load_mlcomp;ValueError;sys
fetch_species_distributions;IOError;sys
fetch_california_housing;IOError;sys
make_classification;ValueError;sys
make_classification;ValueError;sys
make_classification;ValueError;sys
make_multilabel_classification;ValueError;sys
make_circles;ValueError;sys
make_friedman1;ValueError;sys
make_gaussian_quantiles;ValueError;sys
_check_shape;ValueError;sys
_check_X;ValueError;sys
_check_X;ValueError;sys
_check_initial_parameters;ValueError;sys
_check_initial_parameters;ValueError;sys
_check_initial_parameters;ValueError;sys
_check_initial_parameters;ValueError;sys
_check_initial_parameters;ValueError;sys
_initialize_parameters;ValueError;sys
sample;ValueError;sys
_check_parameters;ValueError;sys
_check_parameters;ValueError;sys
_check_weights_parameters;ValueError;sys
_check_means_parameters;ValueError;sys
_check_precision_parameters;ValueError;sys
_checkcovariance_prior_parameter;ValueError;sys
_check_weights;ValueError;sys
_check_weights;ValueError;sys
_check_precision_positivity;ValueError;sys
_check_precision_matrix;ValueError;sys
_compute_precision_cholesky;ValueError;sys
_check_parameters;ValueError;sys
_set_covars;NotImplementedError;sys
score_samples;NotImplementedError;sys
lower_bound;NotImplementedError;sys
score_samples;NotImplementedError;sys
__init__;ValueError;sys
__init__;ValueError;sys
score_samples;ValueError;sys
_fit;ValueError;sys
_fit;RuntimeError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
_validate_covars;ValueError;sys
distribute_covar_matrix_to_match_covariance_type;ValueError;sys
maybe_cythonize_extensions;ValueError;sys
fit_transform;ValueError;sys
fit_transform;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
_check_params;ValueError;sys
partial_fit;ValueError;sys
_unnormalized_transform;NotFittedError;usr
_unnormalized_transform;ValueError;sys
_perplexity_precomp_distr;NotFittedError;usr
_perplexity_precomp_distr;ValueError;sys
_perplexity_precomp_distr;ValueError;sys
_assess_dimension_;ValueError;sys
_fit;TypeError;sys
_fit;ValueError;sys
_fit_full;ValueError;sys
_fit_full;ValueError;sys
